FIPS,POPN,DATE_RANGE_START,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110
5067,16636,1/1/2020,75578,68998,65111,52367,61560,64320,67593,71166,86842,91815,78050,82059,87065,75550,111605,112719,112865,100880,97443,106260,106256,111465
5069,65377,1/1/2020,432724,396436,335222,261632,303419,319824,324471,339095,340916,366832,320540,339009,341211,285995,433781,443684,441152,405017,397668,444538,450293,475888
5071,26513,1/1/2020,139229,134561,118691,85454,103910,111505,113627,119523,128145,134227,113189,113703,117063,106958,157542,156877,162657,152039,154097,169304,170810,181101
5073,6596,1/1/2020,14078,12360,11885,8059,9856,10136,10483,11268,11870,12366,11187,11167,12048,10056,14613,14562,14747,12767,14240,14939,15254,16622
5075,16410,1/1/2020,70573,68000,56378,40575,49179,53830,57091,65732,72668,76976,64985,63250,72429,62972,91813,93766,88017,79602,79017,90382,94406,97378
5077,8513,1/1/2020,91405,83195,77209,58177,70559,76131,77219,79754,78233,83951,72328,74813,74871,64909,96300,95487,103507,96993,100438,100105,97882,102620
5079,12944,1/1/2020,353811,326115,270898,212314,250064,262715,267926,286278,282590,302498,264394,269316,277400,236677,363139,367754,363920,348378,347568,383990,377410,397300
5081,12180,1/1/2020,33505,30284,29436,22246,26663,28943,30280,32368,32970,35141,30365,31629,30820,28422,40320,39869,40127,36297,38177,42084,41777,44998
5083,21410,1/1/2020,169997,161363,148238,105515,129364,139987,147625,156588,163257,173364,147217,150551,156303,139766,199369,209280,204218,188622,183411,211538,212962,229753
5085,73921,1/1/2020,564167,510420,431329,317599,389158,417302,421879,451620,485142,513851,435102,465321,463960,392049,595900,610268,621633,533261,526375,583988,598177,634077
5087,16644,1/1/2020,635620,590402,465333,288886,417680,465088,485612,535508,519139,555169,473055,506221,481701,411552,619527,609057,628658,591129,598051,620636,621479,657357
5089,16790,1/1/2020,317697,294798,252091,180246,244659,282192,298436,297491,293654,317736,269018,287716,286131,248393,373569,373573,396869,371119,381919,385100,387974,411765
5091,43177,1/1/2020,161907,147071,131155,91530,117296,141339,136603,138515,147390,151492,124477,135067,137486,118086,175775,179482,177843,167117,168744,175731,179699,190049
5093,40066,1/1/2020,167361,153965,154140,117409,134729,140529,140041,145447,146344,157873,134146,144192,149169,130346,188178,194976,198891,178949,174991,186536,183640,197314
5095,6584,1/1/2020,30983,26194,24360,19732,23815,27979,28950,28733,28927,31264,27285,28272,29068,23375,36354,35794,38122,37332,36264,34899,34581,37346
5097,9006,1/1/2020,34262,33516,31948,26260,37051,42481,44045,39798,36691,37087,31361,30312,32379,27994,45303,43962,48965,50609,54627,47669,46199,46953
